AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Urban_Type,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,IRI_mean_y,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x
1297,6,1,1447,135,6,4.5,6,5,urban,7,3,0,0,0,2,147,78.1,451.6,8.9,1382,117
5787,388,30,6456,135.5,0,4,21,4,urban,2,5,0.1,6,0,3,155.2,78.1,451.6,8.9,1382,117
2743,90,9,3060,111,0,7,6,5,urban,2,2,0.1,1,0,3,117.5,78.1,451.6,8.9,1382,58
1230,41,8,1372,113,0,6,12,5,rural,2,5,0.1,11,0,3,152.3,78.1,451.6,8.9,1382,26
4302,375,231,4436,56,8,8.5,8,3,rural,7,3,0.2,0,0,2.5,58,76.2,326.2,10.1,1295.6,80
782,30,24,806,83,0,7.5,1,5,rural,2,2,0,0,0,2,130,76.2,326.2,10.1,1295.6,91
17747,434,2281,18301,85.5,12,0,8,2,rural,3,2,0,0,0,12,88,76.2,326.2,10.1,1295.6,19
22714,759,2744,23423,89,9,3.5,15,2,small urban,7,3,0.2,0,0,3.5,92,76.2,326.2,10.1,1295.6,53
6645,98,22,6852,90,0,6,10,4,small urban,2,2,0,3,0,2,97,76.2,326.2,10.1,1295.6,65
3826,215,173,3945,70,9,4,9,3,small urban,7,3,0.1,10,0,4,83.3,76.2,326.2,10.1,1295.6,51
33239,1332,2164,45664,82.5,9,8.5,15,2,urban,7,3,0.1,0.5,0,4,88.5,77.6,352.9,9.7,1347,59
23856,1261,6895,32773,52,10,4,19,1,rural,7,3,0.1,0,0,4,57,77.6,352.9,9.7,1347,52
47692,4591,7610,65519,77,10,5.5,8,1,rural,7,2,0.1,0,0,5.5,78,77.6,352.9,9.7,1347,55
47692,4591,7610,65519,92,10,5.5,6,1,rural,7,2,0.2,0,0,5.5,104,77.6,352.9,9.7,1347,55
47692,4591,7610,65519,59,10,5.5,6,1,urban,7,2,0.1,0,0,5.5,61.5,77.6,352.9,9.7,1347,55
47692,4591,7610,65519,59,10,5.5,6,1,urban,7,2,0.1,0,0,5.5,63,77.6,352.9,9.7,1347,55
61975,3514,8260,85141,67,10,4.5,19,1,rural,7,3,0.1,0,0,4.5,69,77.6,352.9,9.7,1347,55
61975,3514,8260,85141,73.5,10,4.5,19,1,rural,7,3,0.1,0,0,4.5,76,77.6,352.9,9.7,1347,55
61975,3514,8260,85141,73,10,4.5,16,1,urban,7,3,0.1,0,0,4.5,74,77.6,352.9,9.7,1347,54
47667,1973,6363,65485,81,0,5.5,26,1,urban,2,5,0.1,2,0,4.5,83,77.6,352.9,9.7,1347,25
47667,1973,6363,65485,71,0,4.5,20,1,urban,2,5,0.1,0.3,0,4.5,74.7,77.6,352.9,9.7,1347,25
47667,1973,6363,65485,76,0,5.5,26,1,urban,2,5,0.1,0.5,0,4.5,78,77.6,352.9,9.7,1347,25
47667,1973,6363,65485,63,0,5.5,26,1,urban,2,5,0.1,0,0,4.5,63.7,77.6,352.9,9.7,1347,25
47667,1973,6363,65485,65,0,5.5,26,1,urban,2,5,0.1,0,0,4.5,68.5,77.6,352.9,9.7,1347,25
49728,3643,7106,68316,75.7,10,4.5,16,1,urban,7,3,0.1,0,0,4.5,77.7,77.6,352.9,9.7,1347,57
68982,5717,7515,94767,72.3,10,4.5,18,1,urban,7,3,0.1,0.7,0,4.5,91.3,77.6,352.9,9.7,1347,57
68982,5717,7515,94767,81.7,10,4.5,18,1,urban,7,3,0.1,0,0,4.5,93.5,77.6,352.9,9.7,1347,57
68982,5717,7515,94767,73.5,10,4.5,16,1,urban,7,3,0.1,0,0,4.5,76,77.6,352.9,9.7,1347,59
47559,2699,5928,65337,81,10,4.5,16,1,urban,7,3,0.1,0,0,4.5,82,77.6,352.9,9.7,1347,59
47559,2699,5928,65337,96,10,4.5,16,1,urban,7,3,0.1,0,0,4.5,98,77.6,352.9,9.7,1347,59
47559,2699,5928,65337,85.5,10,4.5,16,1,urban,7,3,0.1,0,0,4.5,92,77.6,352.9,9.7,1347,59
20597,855,997,28296,144,9,3,9,2,urban,7,3,0.2,1,0,3,165,77.6,352.9,9.7,1347,55
26144,1707,6344,35917,114.8,12,0,8,1,small urban,3,2,0,0,0,12,116,77.6,352.9,9.7,1347,19
29514,2019,5942,40546,119,12,0,8,1,rural,3,2,0,0,0,12,127.7,77.6,352.9,9.7,1347,19
29514,2019,5942,40546,125,12,0,8,1,rural,3,2,0,0,0,12,135,77.6,352.9,9.7,1347,19
29514,2019,5942,40546,157,12,0,8,1,rural,3,2,0,0,0,12,158,77.6,352.9,9.7,1347,26
29514,2019,5942,40546,121,12,0,8,1,rural,3,2,0,0,0,12,129,77.6,352.9,9.7,1347,19
29514,2019,5942,40546,109,12,0,27,1,rural,3,2,0,0,0,12,113,77.6,352.9,9.7,1347,19
29514,2019,5942,40546,85,12,0,27,1,rural,3,2,0,0,0,12,93,77.6,352.9,9.7,1347,19
23478,1437,5250,32254,149,12,0,8,1,rural,3,2,0,0,0,12,157,77.6,352.9,9.7,1347,19
16319,300,27,22419,135.7,0,5.5,8,4,urban,2,2,0.2,15,0,1.5,155.3,77.6,352.9,9.7,1347,67
10865,560,92,13206,120.8,9,5.5,9,3,urban,7,3,0.1,13.4,0,1.5,128,77.3,280.3,10.6,1358.9,87
8509,500,108,10343,98,0,3,10,3,urban,2,2,0.1,3,0,1.5,106,77.3,280.3,10.6,1358.9,61
7879,791,154,9577,95.5,0,3,10,3,rural,2,2,0.1,28.5,0,1.5,97,77.3,280.3,10.6,1358.9,61
16876,455,51,20513,177,0,3.5,14,3,urban,2,5,0.2,6.3,0,11.5,187,77.3,280.3,10.6,1358.9,13
127298,5444,4639,154731,53.5,10,5,8,1,urban,7,2,0.2,0,0,2,57.5,77.3,280.3,10.6,1358.9,66
127298,5444,4639,154731,63.5,10,5,8,1,urban,7,2,0.2,0,0,2,67.5,77.3,280.3,10.6,1358.9,66
127298,5444,4639,154731,47,10,5,8,1,urban,7,2,0.2,0,0,2,54,77.3,280.3,10.6,1358.9,66
23239,1944,1033,28247,110,0,9.5,10,3,urban,2,2,0.1,0,0,1.5,115,77.3,280.3,10.6,1358.9,53
21455,1140,575,26079,134,0,5,10,3,urban,2,2,0.1,0,0,1.5,137.5,77.3,280.3,10.6,1358.9,53
21455,1140,575,26079,133,0,5,10,3,urban,2,2,0.1,0,0,1.5,141,77.3,280.3,10.6,1358.9,53
13209,331,197,16056,161,0,13,4,3,urban,2,2,0.2,18,0,1.5,182.5,77.3,280.3,10.6,1358.9,64
16651,392,108,20239,245,0,1.5,20,4,urban,2,5,0,3,0,13.5,253,77.3,280.3,10.6,1358.9,11
121434,5192,6554,147603,49,9,5,17,1,urban,7,3,0.1,0,0,2,52,77.3,280.3,10.6,1358.9,43
5069,330,25,6161,123,0,6,10,3,urban,2,2,0.1,11.3,0,1.5,139,77.3,280.3,10.6,1358.9,75
11860,741,152,14416,139.5,10,1,10,3,rural,7,3,0.2,19,0,1.5,159,77.3,280.3,10.6,1358.9,88
11860,741,152,14416,77,10,1,10,3,rural,7,3,0.1,0,0,1.5,88.3,77.3,280.3,10.6,1358.9,88
21708,1184,118,26386,175,0,5.5,6,3,urban,2,2,0.2,0,0,3,213,77.3,280.3,10.6,1358.9,92
1377,17,2,1674,149,0,4,6,5,urban,2,2,0.1,10,0,1.5,167,77.3,280.3,10.6,1358.9,83
18762,300,75,22805,97,18,4,24,3,urban,7,3,0.1,0,0,1.5,100,77.3,280.3,10.6,1358.9,93
4970,365,7,6041,149,0,5,6,5,urban,2,2,0,2,0,1.5,156,77.3,280.3,10.6,1358.9,78
5094,133,20,6192,176.3,0,5,6,5,urban,2,2,0,1,0,1.5,202.3,77.3,280.3,10.6,1358.9,78
10698,90,17,13003,125,0,7.5,6,4,urban,2,2,0,1,0,1.5,129,77.3,280.3,10.6,1358.9,93
21849,1037,820,25858,48,0,3.5,27,3,urban,2,5,0.2,0,0,2.5,49,77.1,370.5,9.6,1309.1,46
43511,1572,8322,51495,48,0,4,41,1,urban,2,5,0,0,0,17,64,77.1,370.5,9.6,1309.1,14
2385,309,117,2823,61,0,13,8,5,rural,2,2,0,0,0,2.5,71.5,77.1,370.5,9.6,1309.1,77
1348,37,3,1595,208,0,7,4,5,urban,2,2,0.1,5,0,1.5,226,77.1,370.5,9.6,1309.1,117
72664,5019,2586,92690,97.7,10,3.5,16,2,urban,7,3,0.2,0,0,3.5,109.7,77.6,352.9,9.7,1347,63
72664,5019,2586,92690,102.2,10,3.5,10,2,urban,7,3,0.3,0,0,3.5,107.8,77.6,352.9,9.7,1347,63
42410,1738,806,54098,74,10,3.5,18,2,urban,7,3,0.1,0,0,2,80,77.6,352.9,9.7,1347,63
63754,3942,4022,81325,98,10,3,9,2,rural,7,2,0.2,0,0,3,99,77.6,352.9,9.7,1347,48
64488,2262,12569,82261,79,14,4,11,1,urban,7,2,0.1,43,0,4,82,77.6,352.9,9.7,1347,28
64488,2262,12569,82261,74,17,4,8,1,urban,7,2,0.2,0,0,4,82,77.6,352.9,9.7,1347,28
64488,2262,12569,82261,97,17,4,8,1,urban,7,2,0.2,2,0,4,99,77.6,352.9,9.7,1347,28
64488,2262,12569,82261,113.7,17,4,8,1,urban,7,2,0.2,0,0,4,120.3,77.6,352.9,9.7,1347,28
64488,2262,12569,82261,84.5,17,4,8,1,urban,7,2,0.1,2,0,4,86,77.6,352.9,9.7,1347,28
6866,236,39,8758,214.7,5,5.5,5,4,urban,7,3,0.2,1.7,0,1.5,248.3,77.6,352.9,9.7,1347,117
25826,857,1958,32944,126.7,0,3.5,16,4,urban,2,5,0.1,1,0,11.5,129,77.6,352.9,9.7,1347,24
9020,663,160,11506,94.5,0,6.5,16,4,urban,2,2,0,0,0,2.5,97.8,77.6,352.9,9.7,1347,56
7053,340,95,8997,216,6,7,6,4,urban,7,3,0.3,1,0,2,219,77.6,352.9,9.7,1347,117
5364,602,272,6842,86,7,7,7,4,urban,7,3,0.2,32,0,2.5,89,77.6,352.9,9.7,1347,117
2899,265,80,3698,190.8,6,6,6,5,rural,7,3,0.1,1,0,2,205.4,77.6,352.9,9.7,1347,90
4798,284,24,6120,83.5,6,8,6,5,urban,7,3,0.1,2,0,2,100.5,77.6,352.9,9.7,1347,68
1539,48,23,1963,277.3,0,8,3,5,urban,2,2,0.1,2,0,4.5,282,77.6,352.9,9.7,1347,117
12123,636,334,15464,121,0,3,24,3,urban,2,5,0.2,5,0,1.5,121.5,77.6,352.9,9.7,1347,42
4010,304,57,5115,146,0,8,3,5,urban,2,2,0,3,0,2.5,151,77.6,352.9,9.7,1347,117
2255,152,28,2876,168,0,6,6,5,urban,2,2,0.3,7.5,0,2,172.5,77.6,352.9,9.7,1347,117
1476,59,29,1883,248,0,7,2,4,urban,2,2,0.3,0,0,1,258.7,77.6,352.9,9.7,1347,117
12541,354,64,15997,110,0,7,10,5,urban,2,2,0.1,0,0,2.5,114,77.6,352.9,9.7,1347,117
28527,1365,9775,32852,42.5,0,4,40,1,rural,2,5,0.1,0,0,1.5,48.5,76.2,296,10.5,1308.9,15
28527,1365,9775,32852,48.7,0,4,24,1,rural,2,5,0.1,0,0,1.5,50.5,76.2,296,10.5,1308.9,15
28527,1365,9775,32852,51.5,0,4,40,1,rural,2,5,0.2,0,0,15.5,53.2,76.2,296,10.5,1308.9,21
28527,1365,9775,32852,64,0,4,40,1,rural,2,5,0.1,3,0,15.5,67.7,76.2,296,10.5,1308.9,21
8658,392,214,9971,122,0,6,13,4,small urban,2,5,0.1,0,0,2.5,159,76.2,296,10.5,1308.9,25
16132,1098,3337,18578,72,0,4.5,22,2,rural,2,5,0.1,0,0,2,80,76.2,296,10.5,1308.9,14
18074,1041,3787,20814,43.7,0,8,26,1,rural,2,5,0.1,0,0,6.5,44.3,76.2,296,10.5,1308.9,47
15399,987,3440,17733,47,0,5.5,26,1,rural,2,5,0.1,0,0,2.5,53,76.2,296,10.5,1308.9,46
14644,643,3611,16864,57,0,6,26,1,rural,2,5,0.1,0,0,2.5,62,76.2,296,10.5,1308.9,46
663,36,10,764,121,0,7,10,5,rural,2,2,0.2,3,0,2,142,76.2,296,10.5,1308.9,60
10027,535,267,11992,89.8,7,7,7,3,urban,7,3,0.1,14,0,2,126.5,76.2,326.2,10.1,1295.6,78
17452,839,2909,20873,94.5,12,0,9,3,rural,3,2,0,0,0,12,100,76.2,326.2,10.1,1295.6,21
1523,116,25,1822,64,0,7.5,8,5,rural,2,2,0,0,0,3,66,76.2,326.2,10.1,1295.6,80
18747,813,5299,26171,59,0,4.5,14,1,rural,2,5,0.1,0,0,9.5,66,78.5,465.1,8.6,1266.5,2
21421,803,5273,29904,57,0,4.5,14,1,rural,2,5,0.1,0,0,9.5,60.5,78.5,465.1,8.6,1266.5,2
21421,803,5273,29904,51,0,4.5,14,1,rural,2,5,0.1,0,0,9.5,52.5,78.5,465.1,8.6,1266.5,2
191,9,10,206,67.5,0,6.5,8,4,rural,2,2,0,0,0,1.5,75.7,78.7,542.1,7.9,1294.6,67
24625,1460,6696,28688,79,0,7,27,1,rural,2,5,0.2,51,0,2.5,95,77.2,299.4,10.4,1358.6,49
25726,991,6090,29971,83,0,6.5,25,1,rural,2,5,0.1,34,0,2,106,77.2,299.4,10.4,1358.6,48
25726,991,6090,29971,60,0,6.5,25,1,rural,2,5,0.1,4,0,2,87,77.2,299.4,10.4,1358.6,48
25726,991,6090,29971,64,0,7.5,25,1,rural,2,5,0.1,26,0,2,65,77.2,299.4,10.4,1358.6,48
25726,991,6090,29971,63,0,7.5,25,1,rural,2,5,0.1,32,0,2,110,77.2,299.4,10.4,1358.6,48
25726,991,6090,29971,52,0,7.5,25,1,rural,2,5,0.1,21,0,2,94,77.2,299.4,10.4,1358.6,48
25972,2272,6629,30257,39,0,7.5,25,1,rural,2,5,0.1,0,0,3,41,77.2,299.4,10.4,1358.6,48
25972,2272,6629,30257,37.3,0,7.5,25,1,rural,2,5,0.1,0,0,3,41.7,77.2,299.4,10.4,1358.6,48
25972,2272,6629,30257,36,0,7.5,25,1,rural,2,5,0.1,0,0,3,37,77.2,299.4,10.4,1358.6,48
25972,2272,6629,30257,37.7,0,7.5,25,1,rural,2,5,0.1,0,0,3,38,77.2,299.4,10.4,1358.6,48
25972,2272,6629,30257,50,0,7.5,25,1,rural,2,5,0.1,0,0,3,55.5,77.2,299.4,10.4,1358.6,48
25972,2272,6629,30257,49.2,0,7.5,25,1,rural,2,5,0.1,0,0,3,60.8,77.2,299.4,10.4,1358.6,49
25972,2272,6629,30257,64.3,0,7.5,25,1,rural,2,5,0.1,0,0,3,85.7,77.2,299.4,10.4,1358.6,49
23957,2502,6302,27910,48,0,7.5,25,1,rural,2,5,0.1,0,0,3,62.5,77.2,299.4,10.4,1358.6,49
23957,2502,6302,27910,42.3,0,4,30,1,rural,2,5,0.1,0,0,3,43,77.2,299.4,10.4,1358.6,23
23957,2502,6302,27910,36,0,4,30,1,rural,2,5,0.1,0,0,3,36.5,77.2,299.4,10.4,1358.6,23
25427,2208,6040,29622,41.2,10,5.5,9,1,rural,7,2,0.1,1,0,5.5,46,77.2,299.4,10.4,1358.6,49
25427,2208,6040,29622,44,0,5.5,26,1,rural,2,5,0.1,3.5,0,5.5,50.6,77.2,299.4,10.4,1358.6,27
7484,817,197,8719,168,9,3,9,3,urban,7,3,0.3,0,0,1.5,176,77.2,299.4,10.4,1358.6,64
752,31,0,876,101,0,7.5,5,5,urban,2,5,0,0,0,2.5,109,77.2,299.4,10.4,1358.6,117
1650,69,31,1922,128.3,0,2.5,5,5,urban,2,3,0,0,0,2.5,137,77.2,299.4,10.4,1358.6,67
31045,1534,787,34150,52,0,3.5,21,3,small urban,2,5,0.1,7,0,2.5,55,77.1,370.5,9.6,1309.1,31
17567,1392,717,19324,60,0,10.5,12,3,rural,2,2,0.1,0,0,2.5,61,77.1,370.5,9.6,1309.1,55
11175,571,441,12293,61,9,8,9,3,small urban,7,3,0.2,0,0,2.5,62.5,77.1,370.5,9.6,1309.1,75
1169,92,12,1286,94,0,6.5,6,5,small urban,2,2,0,0,0,2.5,95,77.1,370.5,9.6,1309.1,83
3697,264,73,3841,96,9,12,9,3,rural,7,3,0.1,9.3,0,2.5,100,76.8,377.6,9.5,1302.6,83
4299,179,79,4466,113.8,9,10.5,9,3,rural,7,3,0.2,3,0,2.5,116.5,76.8,377.6,9.5,1302.6,83
4384,456,220,4555,125.3,0,4,9,3,rural,2,3,0.2,19.3,0,2.5,133.3,76.8,377.6,9.5,1302.6,70
3867,398,66,4017,83,0,6.5,13,3,rural,2,5,0.2,6,0,2.5,84,76.8,377.6,9.5,1302.6,70
1958,239,54,2034,92,9,12,9,3,rural,7,3,0.1,0,0,2.5,106,76.8,377.6,9.5,1302.6,80
1958,239,54,2034,76.7,0,6,19,3,rural,2,5,0.1,0,0,2.5,81.3,76.8,377.6,9.5,1302.6,90
1416,170,70,1471,103,0,11,8,3,rural,2,2,0.2,0,0,2.5,103.2,76.8,377.6,9.5,1302.6,90
3105,218,217,3226,93,9,9.5,9,3,rural,7,3,0.2,1.5,0,4.5,106.5,76.8,377.6,9.5,1302.6,73
3105,218,217,3226,110,8,8,8,3,rural,7,3,0.2,0,0,4.5,124.2,76.8,377.6,9.5,1302.6,77
1192,137,19,1238,82.8,0,6,9,5,rural,2,2,0.1,0.5,0,5,84.2,76.8,377.6,9.5,1302.6,62
728,99,10,756,171.2,0,8,6,5,rural,2,2,0.1,1,0,6.5,179.2,76.8,377.6,9.5,1302.6,65
1868,306,60,2138,92.5,9,5,9,5,rural,7,3,0,0,0,2,126.7,79,516.1,8.1,1394,69
5013,396,217,5738,92,9,5,9,4,rural,7,3,0,0,0,4.5,96.7,79,516.1,8.1,1394,69
3073,515,100,3517,122,5.5,10,6,4,rural,7,3,0,1,0,3,152,79,516.1,8.1,1394,117
3007,497,74,3442,114.5,5.5,10.5,6,4,rural,7,3,0,0,0,3,123.5,79,516.1,8.1,1394,117
23130,1018,6148,26475,79,0,10,20,1,rural,2,3,0.2,0,0,2.5,100,79,516.1,8.1,1394,31
2659,91,10,3043,272,0,6,5,5,urban,2,3,0.2,8,0,1.5,295,79,516.1,8.1,1394,117
798,19,2,913,192.3,0,5.5,14,5,rural,2,2,0.1,8,0,1,212.3,79,516.1,8.1,1394,60
2685,200,149,2808,81,0,6,8,3,rural,2,2,0.5,0,0,2.5,90,78.1,520.3,8.1,1384.8,58
12808,783,2803,13395,49,0,6.5,22,2,rural,2,5,0.1,1,0,2.5,56,78.1,520.3,8.1,1384.8,19
12311,1571,2677,12875,53,0,6.5,22,2,rural,2,5,0.1,0,0,2.5,55.6,78.1,520.3,8.1,1384.8,19
3978,73,97,4160,62.7,0,6.5,22,4,rural,2,5,0.1,3,0,5,65,78.1,520.3,8.1,1384.8,37
3074,328,102,3215,97,0,6,10,4,rural,2,2,0.2,44,0,2.5,132,78.1,520.3,8.1,1384.8,77
1479,186,28,1547,107,0,11.5,16,4,rural,2,2,0,0,0,4,110.5,78.1,520.3,8.1,1384.8,83
1807,114,93,1890,143,0,11,8,4,rural,2,2,0.1,0,0,2.5,155,78.1,520.3,8.1,1384.8,78
410,2,2,429,59,0,6.5,14,5,rural,2,5,0.3,3,0,5,61,78.1,520.3,8.1,1384.8,37
410,2,2,429,58.7,0,6.5,11,5,rural,2,5,0.3,4,0,5,63.8,78.1,520.3,8.1,1384.8,42
21797,1086,766,25577,115,10,4,8,3,small urban,7,2,0.3,0,0,2.5,139,77.1,370.5,9.6,1309.1,49
21331,821,8827,25030,47,0,4,29,1,rural,2,5,0.1,0,0,2.5,48,77.1,370.5,9.6,1309.1,10
21331,821,8827,25030,39,0,4,42,1,rural,2,5,0.1,0,0,2.5,41,77.1,370.5,9.6,1309.1,23
21331,821,8827,25030,40.7,0,4,42,1,rural,2,5,0.1,0,0,2.5,41.3,77.1,370.5,9.6,1309.1,23
21331,821,8827,25030,43,0,4,42,1,rural,2,5,0.1,0,0,2.5,45.7,77.1,370.5,9.6,1309.1,23
21331,821,8827,25030,39.5,0,4,42,1,rural,2,5,0.1,0,0,2.5,41,77.1,370.5,9.6,1309.1,23
21331,821,8827,25030,39,0,4,42,1,rural,2,5,0.1,0,0,2.5,40,77.1,370.5,9.6,1309.1,23
21331,821,8827,25030,39.5,0,4,42,1,rural,2,5,0.1,0,0,2.5,41,77.1,370.5,9.6,1309.1,23
21331,821,8827,25030,52,10,11,9,1,rural,7,2,0.1,0,0,2.5,55,77.1,370.5,9.6,1309.1,49
21331,821,8827,25030,45,10,11,9,1,rural,7,2,0.1,0,0,2.5,46,77.1,370.5,9.6,1309.1,49
21331,821,8827,25030,63,10,11,9,1,rural,7,2,0.1,0,0,2.5,64,77.1,370.5,9.6,1309.1,49
6596,356,568,7603,110.5,6,3,20,4,small urban,7,5,0.2,4,0,2,120.5,78.8,496.7,8.4,1374,80
1900,103,137,2190,98,0,7.5,14,4,rural,2,2,0.2,3,0,2,102,78.8,496.7,8.4,1374,58
1071,72,20,1235,112.5,5,9.5,5,4,rural,7,3,0.1,3,0,2,141,78.8,496.7,8.4,1374,117
9353,385,374,10781,53,9,9.5,15,3,rural,7,3,0.1,1,0,5,54,78.8,496.7,8.4,1374,62
4388,96,79,5058,77,18,5.5,18,3,small urban,7,3,0.2,0.5,0,2,81,78.8,496.7,8.4,1374,76
30464,1886,10903,35116,53,10,4,8,1,rural,7,2,0.1,0,0,1.5,56,78.8,496.7,8.4,1374,52
24084,1271,11148,27762,51.4,10,4,8,1,rural,7,2,0.1,0,0,1.5,52.5,78.8,496.7,8.4,1374,52
24084,1271,11148,27762,49,10,4,8,1,rural,7,2,0.1,0,0,1.5,54,78.8,496.7,8.4,1374,52
24084,1271,11148,27762,46,10,4,8,1,rural,7,2,0.1,0,0,1.5,51,78.8,496.7,8.4,1374,52
2107,43,0,2429,111,0,2,8,5,small urban,2,2,0,8,0,2,142,78.8,496.7,8.4,1374,4
7198,465,329,7419,47.8,9,5.5,9,3,small urban,7,3,0.1,0,0,2,50.3,78.8,496.7,8.4,1374,69
4106,529,62,4232,85,0,8,18,3,small urban,2,5,0.2,3,0,2,170.5,78.8,496.7,8.4,1374,117
8176,314,206,8427,189.5,8,3.5,8,3,small urban,7,3,0.3,8,0,2,202,78.8,496.7,8.4,1374,117
22184,486,958,25268,64.5,10,6,12,2,rural,7,2,0.2,0,0,2.5,69,76.2,315.7,10.5,1319.7,48
11377,351,86,12958,131.7,10,3.5,16,3,urban,7,3,0.2,3,0,2,143,76.2,315.7,10.5,1319.7,79
32510,3552,10038,37029,53,13,5,21,1,rural,7,3,0.2,0,0,4.5,57,76.2,315.7,10.5,1319.7,28
39640,3957,9066,45150,67,10,10,16,1,rural,7,3,0.1,0,0,4,70,76.2,315.7,10.5,1319.7,56
39640,3957,9066,45150,67,10,10,16,1,rural,7,3,0.1,0,0,4,68,76.2,315.7,10.5,1319.7,56
39640,3957,9066,45150,69,10,10,16,1,urban,7,3,0.1,0,0,4,70,76.2,315.7,10.5,1319.7,56
39640,3957,9066,45150,56,10,10,16,1,urban,7,3,0.1,0,0,4,59,76.2,315.7,10.5,1319.7,56
32812,171,2128,37373,80,13,4,10,1,urban,7,2,0.2,0,0,4,85,76.2,315.7,10.5,1319.7,24
32812,171,2128,37373,80.5,13,4,10,1,urban,7,2,0.2,0,0,5,87.5,76.2,315.7,10.5,1319.7,22
52452,345,3722,59743,85,13,5,10,1,urban,7,2,0.2,0,0,5,91,76.2,315.7,10.5,1319.7,22
56356,4493,7963,64189,78.5,10,6.5,16,1,urban,7,3,0.2,0,0,4,102.5,76.2,315.7,10.5,1319.7,55
33367,3716,8199,38005,123,9,8,15,1,urban,7,3,0.2,1,0,4,159,76.2,315.7,10.5,1319.7,58
33367,3716,8199,38005,69.3,9,8,15,1,urban,7,3,0.2,0,0,4,172.3,76.2,315.7,10.5,1319.7,58
33367,3716,8199,38005,80.5,0,4,32,1,urban,2,5,0.2,0.5,0,1.5,85.5,76.2,315.7,10.5,1319.7,4
32830,3390,6521,37393,79,0,4,32,1,rural,2,5,0.1,0,0,1.5,81.7,76.2,315.7,10.5,1319.7,4
35431,3398,6567,40356,68,0,14,18,1,rural,2,2,0.2,1,0,4,81.5,76.2,315.7,10.5,1319.7,61
35431,3398,6567,40356,71.7,0,11,18,1,rural,2,2,0.2,0,0,4,77.3,76.2,315.7,10.5,1319.7,56
35431,3398,6567,40356,43,0,14,18,1,rural,2,2,0.2,0,0,4,45.7,76.2,315.7,10.5,1319.7,56
25983,3348,5363,29595,69,9,6.5,15,1,rural,7,3,0.2,0,0,4,80.7,76.2,315.7,10.5,1319.7,56
29389,3291,3397,33474,78,0,4.5,32,1,rural,2,5,0.2,0,0,16.5,83.5,76.2,315.7,10.5,1319.7,16
29389,3291,3397,33474,90,0,4.5,32,1,rural,2,5,0.2,0,0,16.5,95,76.2,315.7,10.5,1319.7,16
29389,3291,3397,33474,46,0,4.5,32,1,rural,2,5,0.1,0,0,16.5,48,76.2,315.7,10.5,1319.7,16
29389,3291,3397,33474,54,0,4.5,32,1,rural,2,5,0.1,0,0,16.5,55,76.2,315.7,10.5,1319.7,16
29959,2670,3872,34123,102,12,0,20,1,urban,3,2,0,0,0,12,104,76.2,315.7,10.5,1319.7,4
58639,4338,4399,66790,119,12,0,8,1,urban,3,2,0,0,0,12,119.5,76.2,315.7,10.5,1319.7,27
64004,4792,4921,72901,45.5,12,5,8,1,urban,7,2,0.1,0,0,5,49.5,76.2,315.7,10.5,1319.7,23
64004,4792,4921,72901,68,12,5,8,1,urban,7,2,0.1,0,0,5,77,76.2,315.7,10.5,1319.7,23
62203,3671,4541,70849,57,12,0,20,1,urban,3,2,0,0,0,12,61,76.2,315.7,10.5,1319.7,20
3860,200,37,4397,122,0,7.5,6,3,urban,2,2,0.1,0,0,2,131,76.2,315.7,10.5,1319.7,61
5270,62,623,6003,56,5,9,11,3,rural,7,2,0.1,0,0,2,60,76.2,315.7,10.5,1319.7,89
3432,43,26,3909,97,0,4.5,10,5,urban,2,5,0,0,0,2,107,76.2,315.7,10.5,1319.7,77
5304,207,6,6041,132,0,3,11,3,urban,2,5,0.1,0,0,2,138,76.2,315.7,10.5,1319.7,72
2352,91,27,2679,116,6,3,6,3,urban,7,3,0.1,0,0,2,136,76.2,315.7,10.5,1319.7,61
1814,63,0,2066,130,0,6,4,5,urban,2,2,0,0,0,2,148.7,76.2,315.7,10.5,1319.7,47
1257,25,0,1403,241,0,7,1,5,rural,2,5,0.1,1,0,3,256,76.2,315.7,10.5,1319.7,82
1622,70,11,1847,139.2,0,5,18,5,rural,2,2,0,0,0,1.5,152,76.2,315.7,10.5,1319.7,55
19751,939,5640,26786,85.5,10,6.5,10,1,rural,7,3,0.2,0,0,2,102.5,78.5,465.1,8.6,1266.5,42
19751,939,5640,26786,81,10,6.5,10,1,rural,7,3,0.2,0,0,2,95.3,78.5,465.1,8.6,1266.5,42
19751,939,5640,26786,117.5,10,4,10,1,rural,7,3,0.1,0,0,2,143,78.5,465.1,8.6,1266.5,42
19244,931,5557,26099,72,10,4,10,1,rural,7,3,0.1,0,0,2,89.5,78.5,465.1,8.6,1266.5,42
19244,931,5557,26099,79,10,4,10,1,rural,7,3,0.1,0,0,2,94,78.5,465.1,8.6,1266.5,42
19244,931,5557,26099,98,10,4,10,1,rural,7,3,0.1,0,0,2,133,78.5,465.1,8.6,1266.5,42
